1.454441043328608173e-04 1.584135766878015596e-04 1.560181013532352284e-05
1.551523133518145831e-04 1.537977534357607800e-04 1.547073558415587553e-05
1.655085329779224315e-04 1.487310975912696292e-04 1.511204343985169844e-05
1.765560170952078125e-04 1.437086589005820317e-04 1.504839077961979296e-05
1.883409067294519138e-04 1.392159577918789990e-04 1.554323815219816761e-05
2.009124227612345520e-04 1.351370380093908996e-04 1.623039299441322869e-05
2.143230715023247462e-04 1.308024127856393412e-04 1.646294408434713930e-05
2.286288639940364787e-04 1.259138308958274687e-04 1.621051980565687046e-05
2.438895499434674287e-04 1.211172526951676600e-04 1.621735940970839946e-05
2.601688672746876874e-04 1.169537573519074144e-04 1.677164505561917868e-05
2.775348083371504868e-04 1.127546615001644170e-04 1.706470480343470834e-05
2.960599038831758186e-04 1.080223644864557506e-04 1.684285879440253415e-05
3.158215260005729969e-04 1.036635027479851156e-04 1.705664904986652639e-05
3.369022112656255255e-04 9.969257563407227588e-05 1.745648973696790169e-05
3.593900054661323343e-04 9.520635678537452899e-05 1.727199662121184834e-05
3.833788313342697358e-04 9.111622030780184059e-05 1.749517943280484789e-05
4.089688808251545188e-04 8.716844763229580299e-05 1.765691841654179719e-05
4.362670335795054981e-04 8.296481063039844639e-05 1.754773467771996958e-05
4.653873033181525447e-04 7.928733960373845644e-05 1.781633451408037966e-05
4.964513140328107900e-04 7.526044603413944046e-05 1.764621976294817888e-05
5.295888079619878947e-04 7.173679520222923846e-05 1.784754154002071941e-05
5.649381874736332607e-04 6.797032775707807122e-05 1.770409613506834930e-05
6.026470931177637085e-04 6.454884231619366136e-05 1.774609612545022643e-05
6.428730202633736301e-04 6.117951562574773820e-05 1.774169297765999806e-05
6.857839768950681246e-04 5.779852886506495283e-05 1.756578988528974294e-05
7.315591853167861206e-04 5.469737202274704867e-05 1.752410210172722984e-05
7.803898306933569140e-04 5.171736005954485541e-05 1.747057145510831812e-05
8.324798595562547419e-04 4.878840163640181114e-05 1.731944604947568714e-05
8.880468316085935940e-04 4.597237661260728360e-05 1.712627402439286620e-05
9.473228283870206625e-04 4.330124301005560484e-05 1.692433606895317959e-05
1.010555422575644619e-03 4.077437776208211990e-05 1.671405333208918187e-05
1.078008712020427518e-03 3.838839920328130441e-05 1.649206780776912862e-05
1.149964422762722246e-03 3.613370736005843401e-05 1.624873750245826415e-05
1.226723085698904663e-03 3.397419322683499461e-05 1.595015106084434628e-05
1.308605291780532689e-03 3.190881215424873970e-05 1.560216800574491653e-05
1.395953030997515660e-03 3.003738354249124140e-05 1.530549575257856255e-05
1.489131120736723012e-03 2.822758304454424711e-05 1.492828436523045967e-05
1.588528729481699297e-03 2.657520477762264288e-05 1.457840530671197823e-05
1.694561002217398601e-03 2.497914831348629821e-05 1.415567772561922030e-05
1.807670794328631019e-03 2.351754994879434079e-05 1.374542220534228825e-05
1.928330521234012784e-03 2.215912805740170768e-05 1.332484674898514046e-05
2.057044131480629829e-03 2.088503688097575220e-05 1.288207410211544651e-05
2.194349211540270496e-03 1.969873893153200090e-05 1.242840781682244005e-05
2.340819231098128974e-03 1.861501156094518466e-05 1.198595179921149084e-05
2.497065938211669080e-03 1.757617496195620414e-05 1.150501166667010950e-05
2.663741914343289302e-03 1.663550823491146105e-05 1.104827327309696461e-05
2.841543299938195134e-03 1.574138166212800567e-05 1.057163582244943172e-05
3.031212701931104963e-03 1.491053905890918380e-05 1.009956004627974021e-05
3.233542295325328702e-03 1.413404241926410608e-05 9.630890763573873330e-06
3.449377131798334398e-03 1.339483716920639197e-05 9.156430677746373579e-06
3.679618669152503758e-03 1.271809877440409257e-05 8.707762238283957108e-06
3.925228536352229347e-03 1.207533834386482074e-05 8.263255734240902822e-06
4.187232549872492091e-03 1.146206388189903449e-05 7.824105635069923822e-06
4.466724998133561088e-03 1.088453987310809140e-05 7.402184044683777695e-06
4.764873211916257310e-03 1.033348961392389330e-05 6.992578478978653227e-06
5.082922439846668770e-03 9.810875004326704755e-06 6.601737256869885346e-06
5.422201049313231207e-03 9.316760689755648587e-06 6.233165289374500867e-06
5.784126074538410711e-03 8.834285017696127701e-06 5.872975048851575209e-06
6.170209134977130451e-03 8.376525901208085515e-06 5.536633244858541963e-06
6.582062748760787382e-03 7.931281987288953187e-06 5.213800886974771437e-06
7.021407067555584733e-03 7.504941965057250536e-06 4.912343166371262644e-06
7.490077060964096985e-03 7.095570960164930011e-06 4.631256628855445497e-06
7.990030180476562910e-03 6.697512926881377933e-06 4.365381869072687220e-06
8.523354534981122249e-03 6.312611487033718031e-06 4.116787455451349168e-06
9.092277611978949459e-03 5.940790544850292696e-06 3.885382235930469222e-06
9.699175580929501536e-03 5.583655012620032641e-06 3.672419346786200168e-06
1.034658321758214275e-02 5.235329010141329642e-06 3.471464621459240106e-06
1.103720449074427692e-02 4.900585916020019921e-06 3.286624836490341336e-06
1.177392385570290474e-02 4.578789420829632615e-06 3.116442195975655953e-06
1.255981830146756309e-02 4.266049731348455363e-06 2.956112219960371377e-06
1.339817020215150825e-02 3.968199591225374579e-06 2.810506855551931762e-06
1.429248102616624376e-02 3.681080544262561942e-06 2.674458328055335396e-06
1.524648596048728752e-02 3.405256510222458625e-06 2.547543530971703810e-06
1.626416951107114567e-02 3.141781184797389689e-06 2.429831634204892815e-06
1.734978214458029327e-02 2.891509978262671437e-06 2.321217543572969200e-06
1.850785804092202128e-02 2.653137965537466998e-06 2.219473098955917467e-06
1.974323403074686178e-02 2.427087905975582566e-06 2.124170067584864683e-06
2.106106979700080734e-02 2.213348890482456997e-06 2.034489261547503113e-06
2.246686942490544112e-02 2.012058759924794149e-06 1.949862436372818865e-06
2.396650439037201902e-02 1.823334503471206637e-06 1.869819988606887625e-06
2.556623808286268354e-02 1.646034067319560768e-06 1.792753531580802981e-06
2.727275196512177549e-02 1.481299496070981554e-06 1.719495808221376559e-06
2.909317347903574852e-02 1.327735336474024914e-06 1.648525977195377119e-06
3.103510581417371142e-02 1.184938131768096271e-06 1.579507704924180572e-06
3.310665966334047638e-02 1.052361951604673334e-06 1.512150116551818879e-06
3.531648709777199246e-02 9.293969270218185304e-07 1.446262060648419222e-06
3.767381770345739483e-02 8.152768189145607731e-07 1.381590403411927638e-06
4.018849712951438891e-02 7.096191961928308813e-07 1.318270120160508055e-06
4.287102820961949390e-02 6.126322956732818341e-07 1.256903544114009712e-06
4.573261482824199364e-02 5.241559705680456481e-07 1.197477577343941591e-06
4.878520871489274574e-02 4.455500477992624342e-07 1.141190111540693102e-06
5.204155936182960906e-02 3.765860130563328283e-07 1.087397592291046777e-06
5.551526727370667547e-02 3.173202414730076684e-07 1.035719031562887902e-06
5.922084077156945098e-02 2.666082113797160809e-07 9.849426020776805904e-07
6.317375658844440189e-02 2.221387051909081404e-07 9.334517077939591157e-07
6.739052450960769658e-02 1.812396076588127543e-07 8.801526499680333282e-07
7.188875632750878208e-02 1.425189286375185908e-07 8.256963072916278712e-07
7.668723939934828093e-02 1.069351151829672209e-07 7.725879062262938375e-07
8.180601511453018670e-02 7.737060020844992793e-08 7.238089717172226008e-07
8.726646259971648778e-02 5.628511673446394411e-08 6.804922185477991031e-07
